LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-117.7965333,33.6667338,445,E YALE LOOP,,,,,,,ef041e252f32f144
-117.7929062,33.6667384,34,WINTERHAVEN,,,,,,,2aa666e73f19a7a7
-117.7934558,33.6666741,26,WINTERHAVEN,,,,,,,21dd47c1cedb265c
-117.7970657,33.6666209,451,E YALE LOOP,,,,,,,21d55e2e83fbb152
-117.7965442,33.6666213,G,E YALE LOOP,,,,,,,10c6d9bd767cfce9
-117.7800017,33.6673799,3701,ORANGEWOOD,,,,,,,552066729538b97f
-117.8039257,33.6671119,26,SUMMERFIELD,,,,,,,1976e8eccbe3807d
-117.7948355,33.6671861,G,E YALE LOOP,,,,,,,de767aa301f262ba
-117.8032577,33.6670187,16,SUMMERFIELD,,,,,,,92143358144c47c3
-117.7954303,33.6670627,433,E YALE LOOP,,,,,,,c6e076655fd80a58
-117.7790996,33.6670538,19,SUTTON,,,,,,,99c4a3dfc9e81d2f
-117.7935165,33.6668348,39,AMBERLEAF,,,,,,,7278d432af8e15b3
-117.828087,33.6663449,3900,MICHELSON DR,,,,,,,be4fba78d07c959d
-117.8030937,33.6657903,3,WINTERMIST,,,,,,,43ae28b8b78e6ff9
-117.7434506,33.6639221,15375,BARRANCA PKWY,,,,,,,13dc8ee4ac37ecd2
-117.7772078,33.6633789,836,OAKGLEN,,,,,,,ad94fb1e1881abe3
-117.7674474,33.656094,5,JENNER,,,,,,,ee7363b2079cdae9
-117.83359,33.6484173,185,CORNELL,,,,,,,a41ffe060e7efcb1
-117.8046341,33.6486615,7,CHESTER,,,,,,,af84ad6aec392e28
-117.8342057,33.6483196,201,CORNELL,,,,,,,d24a984e47467584
-117.7885527,33.6666792,400,SONOMA AISLE,,,,,,,15960df5713da896
-117.8032744,33.6666105,15,SUMMERFIELD,,,,,,,9e9af2304b0d43db
-117.7964021,33.6666626,443,E YALE LOOP,,,,,,,8f45884b5f6935bf
-117.7882727,33.6664823,516,SONOMA AISLE,,,,,,,c794689fb0dacb03
-117.7975734,33.666547,G,E YALE LOOP,,,,,,,c86e7e100a57815a
-117.7784464,33.6667405,19,PRESTON,,,,,,,f5b3a62009e5d5a4
-117.7952415,33.6665049,14,AUTUMNLEAF,,,,,,,c26c6eda913fa98b
-117.7511947,33.6667886,217,TECHNOLOGY DR,,,,,,,821559cba7127a35
-117.7963395,33.6678332,330,FALLINGSTAR,,,,,,,0661d38f7280b56d
-117.8140032,33.6675307,83,WEEPINGWOOD,,,,,,,b4f7ee8fe140c13b
-117.7984409,33.66773,14,HICKORY,,,,,,,241b36d9a6c2a51c
-117.7939884,33.6677339,411,E YALE LOOP,,,,,,,01e3578099a9164b
-117.7973654,33.6676697,1,SAND,,,,,,,434617c646f2bd59
-117.8135333,33.6674313,61,WEEPINGWOOD,,,,,,,d245dc90bf43f174
-117.7917722,33.6676405,182,KNOLLGLEN,,,,,,,69558a481c3ecaa8
-117.8011947,33.6675703,G,E YALE LOOP,,,,,,,d980fabdd2827e24
-117.7977675,33.6675756,14,PEBBLE,,,,,,,8d95561282140e90
-117.8122211,33.6673658,25,WEEPINGWOOD,,,,,,,c851c5ab6f1361af
-117.8130162,33.667275,43,WEEPINGWOOD,,,,,,,f01250c437b2898a
-117.8261759,33.667288,3900,PARKVIEW LN,,,,,,,a8aa3b7445fdce83
-117.8117617,33.6672913,5,WEEPINGWOOD,,,,,,,abe0f7ab97f71f13
-117.8277566,33.6670158,3900,PARKVIEW LN,,,,,,,915be4d4c3f38441
-117.7945987,33.6674163,421,E YALE LOOP,,,,,,,6b258a80fd45b498
-117.7999714,33.6672871,486,E YALE LOOP,,,,,,,26b9f17046805d06
-117.8060056,33.6671452,10,THUNDER RUN,,,,,,,7a8ba55c3e00613c
-117.8057252,33.6671503,10,THUNDER RUN,,,,,,,bd925b9dfb612b2d
-117.7931944,33.6671658,45,AMBERLEAF,,,,,,,0fc553a53b8ace79
-117.7902536,33.6670866,118,SONOMA AISLE,,,,,,,baacabda0fc9498f
-117.7943436,33.6668944,14,AMBERLEAF,,,,,,,889b106c6725e310
-117.8268861,33.6664261,3900,PARKVIEW LN,,,,,,,a25cddcf25f3be41
-117.8070749,33.6665822,10,THUNDER RUN,,,,,,,4ee993faa3341474
-117.7971468,33.6658713,G,GREENMOOR,,,,,,,7165bdae4d09e4e3
-117.7823089,33.6659927,57,EAGLECREEK,,,,,,,9746ca114c25ba81
-117.8129525,33.6697409,5,FIRESTONE,,,,,,,711e1dcf425929c7
-117.8307202,33.6695357,3700,PARKVIEW LN,,,,,,,34bce828a5e1cdfd
-117.8125811,33.6697229,G,FIRESTONE,,,,,,,5210a1c789be116e
-117.8305737,33.6694991,3700,PARKVIEW LN,,,,,,,1ebebca6ebeb56eb
-117.8158847,33.6696205,30,RACING WIND,,,,,,,46fba74dee539b55
-117.8149947,33.6695727,25,SNOWAPPLE,,,,,,,3b90bc74a25f9d52
-117.8069138,33.669664,11,WATERWAY,,,,,,,9e7fe2ba9a5c7374
-117.7815023,33.6699659,15,PERIWINKLE,,,,,,,5977d0ec879c8215
-117.7909537,33.6697999,1,KNOLLGLEN,100,,,,,,bc93678dbff90541
-117.81134,33.6695637,3,THICKET,,,,,,,6795dca877614e33
-117.8115832,33.6695278,23,THICKET,,,,,,,38366c1b120fdacb
-117.8135577,33.6694424,7,ONYX,,,,,,,4b95cf4fd2ae4542
-117.8080621,33.6694222,6,QUIETMOON,,,,,,,196a28483bbd597c
-117.7967582,33.6695925,613,SPRINGBROOK N,,,,,,,e09d61681bd4de7a
-117.8152394,33.6692959,3,RACING WIND,,,,,,,c415505d72ee1cc3
-117.8024323,33.669461,31,EMERALD,,,,,,,7194eb9c71344401
-117.7967813,33.6695239,621,SPRINGBROOK N,,,,,,,2a47d073b5b0d101
-117.7929182,33.669518,374,E YALE LOOP,,,,,,,13736cb6a569d478
-117.8070766,33.6693202,16,QUIETMOON,,,,,,,e9dac1ab4fc36c03
-117.7825843,33.6696128,8,MADAGASCAR,,,,,,,581cc857b7e12e8c
-117.7839766,33.6695763,10,DATEPALM,,,,,,,b0c3f4002a31680c
-117.8062624,33.6692262,26,QUIETMOON,,,,,,,7a41d36ddc36267b
-117.812078,33.6691371,10,GOLDSTONE,,,,,,,e3259babc573335c
-117.7963068,33.6693607,G,SPRINGBROOK N,,,,,,,ae8fb92a9c778145
-117.8167484,33.6690547,7,WILDWHEAT,,,,,,,c16d9d4e89f1dd1b
-117.7820131,33.6694586,6,STAGHORN,,,,,,,929d1b8c44bcdc6e
-117.8091413,33.667448,G,HONEYSUCKLE,,,,,,,b70b4c1e0a03d96c
-117.8012962,33.6674913,G,E YALE LOOP,,,,,,,47e7f02175ae1dd8
-117.8075918,33.6672667,10,THUNDER RUN,,,,,,,0a51f10e034a5c27
-117.8042177,33.6668504,37,SUMMERFIELD,,,,,,,466cafefbf680612
-117.7944488,33.6674686,417,E YALE LOOP,,,,,,,ac4e0ebb4a5aecc4
-117.7970975,33.6673373,6,SAND,,,,,,,169051ee7d983d6e
-117.8043973,33.6672774,36,SUMMERFIELD,,,,,,,6fa0d09a843fb35d
-117.8124064,33.6671103,21,WEEPINGWOOD,,,,,,,24b8a987c3bdade3
-117.7946862,33.6673573,G,E YALE LOOP,,,,,,,76bb076de94f3918
-117.8068556,33.6671012,10,THUNDER RUN,,,,,,,8efedb7b86220bb7
-117.7948349,33.6672953,G,E YALE LOOP,,,,,,,a23b48e508ce38a2
-117.7881769,33.6671937,411,SONOMA AISLE,,,,,,,781b8e09c6338f9f
-117.8037245,33.6670969,24,SUMMERFIELD,,,,,,,5b1622c1d01b4c9a
-117.8284762,33.666622,3880,MICHELSON DR,,,,,,,47a21b99ad124cc8
-117.8050785,33.6669165,48,SUMMERFIELD,,,,,,,1a67a0bebb368c21
-117.7952878,33.6670062,431,E YALE LOOP,,,,,,,47bd9c2eea587352
-117.8078843,33.6666688,10,THUNDER RUN,,,,,,,a1fd6cfe9f475539
-117.8428189,33.6555569,291,STANFORD,,,,,,,551dd61531dd7d4c
-117.7950768,33.6668125,20,AUTUMNLEAF,,,,,,,af7231e7d24503ad
-117.7963764,33.666741,441,E YALE LOOP,,,,,,,bd01fca0af4f678d
-117.7941451,33.666763,12,AMBERLEAF,,,,,,,bf189dbf97138386
-117.8052758,33.6665463,56,SUMMERFIELD,,,,,,,4bba8232cf874fd8
-117.7794668,33.6667972,25,SUTTON,,,,,,,84b9c9e5176c55c5
-117.7999514,33.6665419,483,E YALE LOOP,,,,,,,a9149cc6abb981f8
-117.8264843,33.6661955,3900,PARKVIEW LN,,,,,,,1c43f19c6cd96387
-117.7978903,33.6665147,461,E YALE LOOP,,,,,,,7f322cbe323dedf7
-117.8043413,33.6663715,18,WINTERMIST,,,,,,,2a3238683db20a82
-117.7977711,33.6664701,G,E YALE LOOP,,,,,,,55b8c676417d45e0
-117.7902465,33.6664241,100,SAINT VINCENT,,,,,,,17b5202a57cd3ae6
-117.8297407,33.6658085,2,SEGURA,,,,,,,6fa161dfd4f6c1e5
-117.7891217,33.666298,618,SONOMA AISLE,,,,,,,2241c4c763eed50e
-117.7792384,33.666476,30,SUTTON,,,,,,,bee82a86931ef748
-117.7950379,33.6662219,17,AUTUMNLEAF,,,,,,,1270b8c7278c2c6f
-117.793862,33.6662048,2,AMBERLEAF,,,,,,,ce44410ae04d9c1e
-117.7972477,33.6661763,140,GREENMOOR,,,,,,,f012cdcaecfcd93c
-117.792731,33.6661388,29,WINTERHAVEN,,,,,,,3db495cd9035e77d
-117.7779769,33.6662717,23,HOLLINWOOD,,,,,,,03b2c3abb8c06708
-117.7474017,33.6664805,196,TECHNOLOGY DR,,,,,,,d05cadd61e564295
-117.7966546,33.6659255,112,GREENMOOR,,,,,,,82cee35cf1668da0
-117.803348,33.6659115,11,WINTERMIST,,,,,,,a8c8c37de8afcbb9
-117.8045626,33.665833,43,WINTERMIST,,,,,,,7672037544576125
-117.8281119,33.6652513,74,NAVARRE,,,,,,,8abbb84e618f2b5c
-117.8001243,33.6657499,61,GREENMOOR,,,,,,,af02c1a291e5b362
-117.7973918,33.66573,102,GREENMOOR,,,,,,,fd1d6114140c350e
-117.7807729,33.6658807,5,PALMWOOD,,,,,,,08a90865c9a72131
-117.8276589,33.6651844,82,NAVARRE,,,,,,,acb7cddc105de192
-117.799435,33.6655748,95,GREENMOOR,,,,,,,ab930b4ee2a642a4
-117.7574801,33.6654622,49,DISCOVERY,,,,,,,b7858153fee0c7a1
-117.7913998,33.6652929,424,SAINT VINCENT,,,,,,,59ebb7a00a391b85
-117.7784565,33.6654325,38,HOLLINWOOD,,,,,,,6df0356bb7bb55ae
-117.7979767,33.6651568,42,GREENMOOR,,,,,,,38d8ee404cdff996
-117.7963432,33.6651495,51,FALLINGSTAR,,,,,,,ecb2fedc3b884e96
-117.7956958,33.6651057,19,FALLINGSTAR,,,,,,,029b5abc36611bf4
-117.7961088,33.665091,45,FALLINGSTAR,,,,,,,6b903cf29ac5f98e
-117.778247,33.6652574,39,COMMONWEALTH,,,,,,,d64ab9d17ddb49ae
-117.797685,33.6649976,G,GREENMOOR,,,,,,,eb01a4910dfab8bf
-117.7785159,33.6651363,43,COMMONWEALTH,,,,,,,bf4b3f95885ee3c4
-117.790042,33.664921,330,SAINT VINCENT,,,,,,,423ffcd70f7a0354
-117.8300556,33.6642651,17,MORENA,,,,,,,2b694f6326eba2b0
-117.7775022,33.6649092,16,HIGHFIELD GLN,,,,,,,3c0219abc9dae0d6
-117.776974,33.6648473,11,HIGHFIELD GLN,,,,,,,8904321ade7af88b
-117.8300255,33.6637747,1,MORENA,,,,,,,d3ee10d4c69c50c7
-117.7897048,33.6641238,700,SAINT VINCENT,,,,,,,9284a4db22676558
-117.780365,33.6642161,81,EAGLECREEK,,,,,,,85515a91bed1d9c5
-117.8078402,33.6631575,4861,MICHELSON DR,,,,,,,ff36856989eae0ca
-117.8295436,33.6632064,2,MORENA,,,,,,,3ced9357e11275a2
-117.7801686,33.6639153,34,JAPONICA,,,,,,,2ec2e5b450d9026b
-117.7762063,33.6633928,928,OAKGLEN,,,,,,,d2710db0711593dc
-117.7816068,33.6631256,24,MEDLAR,,,,,,,22b6d8be0fb639e6
-117.7746728,33.6629213,498,OAKGLEN,,,,,,,3997088a21d06672
-117.7699562,33.6620271,16150,SAND CANYON AVE,,,,,,,b78877a19f9a3837
-117.7968112,33.665471,87,FALLINGSTAR,,,,,,,2068310c258def32
-117.7791614,33.6655887,39,HOLLINWOOD,,,,,,,6beddbe215d1ea0f
-117.7507346,33.6656666,209,TECHNOLOGY DR,,,,,,,a726f886ca4366f9
-117.7986413,33.6652565,G,GREENMOOR,,,,,,,f6c39ec233b5230a
-117.7968451,33.6652143,71,FALLINGSTAR,,,,,,,557c15e11fbf6005
-117.791769,33.665231,451.5,SAINT VINCENT,,,,,,,79b0f7951741e6ec
-117.7962656,33.6651409,49,FALLINGSTAR,,,,,,,be96b99e7929d934
-117.7957914,33.6651133,21,FALLINGSTAR,,,,,,,f4d27946052d830b
-117.7967032,33.6650692,61,FALLINGSTAR,,,,,,,b3bb45844031c583
-117.7971313,33.6649957,74,GREENMOOR,,,,,,,690d9311e98a829e
-117.7977032,33.6649434,G,GREENMOOR,,,,,,,1c5b15238743ee79
-117.7786576,33.665073,45,COMMONWEALTH,,,,,,,f1a30ec073090b29
-117.7970739,33.6648861,G,GREENMOOR,,,,,,,9a2e038569c0b676
-117.778327,33.6647909,46,COMMONWEALTH,,,,,,,ba3c02f0e2bbdc37
-117.7487734,33.6648874,185,TECHNOLOGY DR,,,,,,,b3244dbf89ff8e7e
-117.7781957,33.6645944,26,HIGHFIELD GLN,,,,,,,25d43ac3474dc8b7
-117.7891973,33.664124,800,SAINT VINCENT,,,,,,,db0368538a613d70
-117.7781126,33.6641924,31,HIGHFIELD GLN,,,,,,,fd3fa68a08d5668a
-117.7763417,33.6637912,1000,OAKGLEN,,,,,,,729206265d03b525
-117.7759717,33.6630624,600,OAKGLEN,,,,,,,a3e1b163d1b6c5f0
-117.7056493,33.6634217,15,MUSICK,,,,,,,4c97f76775841b4a
-117.7806747,33.6625989,12,MEDLAR,,,,,,,f59a4dae948a3c97
-117.7447336,33.6625707,123,TECHNOLOGY DR,,,,,,,08cbac9436131c50
-117.7096021,33.6626873,13825,ALTON PKWY,,,,,,,43de2c6982615616
-117.7958939,33.6653335,125,FALLINGSTAR,,,,,,,27b15010fcaff7f1
-117.841315,33.655463,172,STANFORD,,,,,,,80fdf4711fe1db78
-117.8322326,33.6492786,4511,CAMPUS DR,,,,,,,c9dd6dc5e2a3db01
-117.8338782,33.6483546,193,CORNELL,,,,,,,daa264c7f298395f
-117.8268242,33.666385,3900,PARKVIEW LN,,,,,,,9d6834200c76f718
-117.7824148,33.6668669,5,INDIGO,,,,,,,f2c2d4a0fecc50b6
-117.8082706,33.6664132,10,THUNDER RUN,,,,,,,52c6babbf34d08be
-117.790666,33.666472,157,SAINT VINCENT,,,,,,,b3759c2cec9d4bb8
-117.8046037,33.6665097,22,WINTERMIST,,,,,,,901b686eabd4369a
-117.7825116,33.6667173,7,INDIGO,,,,,,,8ddb67270efbd6b9
-117.7988358,33.6665197,473,E YALE LOOP,,,,,,,5068412dc56dc15b
-117.8038325,33.6664011,12,WINTERMIST,,,,,,,7554525901532dec
-117.7981839,33.6664388,465,E YALE LOOP,,,,,,,155bd47893e58f1f
-117.7980691,33.666423,G,E YALE LOOP,,,,,,,1cb744e4fa3e6c04
-117.7934723,33.6663958,1,AMBERLEAF,,,,,,,0b4131774f97c624
-117.7967734,33.6662331,124,GREENMOOR,,,,,,,bebe22e3b047db29
-117.7928853,33.6663134,33,WINTERHAVEN,,,,,,,b364ad6bd23aa659
-117.8047931,33.6661272,49,WINTERMIST,,,,,,,0d1c25ec44b9325c
-117.7951439,33.6661787,15,AUTUMNLEAF,,,,,,,44efd876a4ad67ac
-117.7782692,33.6663675,24,PRESTON,,,,,,,9b904b0e1e8fa1eb
-117.7994366,33.6660854,109,GREENMOOR,,,,,,,b15680d02dbe1899
-117.8040189,33.6660121,27,WINTERMIST,,,,,,,f9cf81866f650949
-117.7930291,33.6660784,25,WINTERHAVEN,,,,,,,533a59b8f9d2ee47
-117.8043208,33.6659568,35,WINTERMIST,,,,,,,e88f14605adc34bd
-117.7989338,33.6659732,228,GREENMOOR,,,,,,,5257d1591d2eb819
-117.7817122,33.6675227,1801,CRESCENT OAK,,,,,,,ba854ed82d8a51ab
-117.7944559,33.667371,419,E YALE LOOP,,,,,,,694fd514a1802926
-117.8126134,33.6671406,37,WEEPINGWOOD,,,,,,,942a31f0c2df203b
-117.799196,33.6672746,G,E YALE LOOP,,,,,,,1ac862a20797c22b
-117.7992764,33.6671884,476,E YALE LOOP,,,,,,,c7644862717a0a9c
-117.7578311,33.6673491,15440,LAGUNA CANYON RD,,,,,,,feb777dcbed8917b
-117.7792669,33.6673394,14,PINE BROOK,,,,,,,15ded3f39629dee8
-117.8034537,33.6670592,18,SUMMERFIELD,,,,,,,b2944ac012b2f157
-117.7926892,33.6671726,6,FALLCREST,,,,,,,d3df7cec10c5bfa0
-117.8027636,33.6669618,8,SUMMERFIELD,,,,,,,b29693c91d72202b
-117.7782025,33.6660916,27,HOLLINWOOD,,,,,,,4a542bd87ee20297
-117.7819085,33.666019,11,HENNA,,,,,,,2fcb6af60d38663d
-117.804087,33.6657695,31,WINTERMIST,,,,,,,39c38809f789ce28
-117.7934679,33.6658866,9,WINTERHAVEN,,,,,,,7639faff347a9077
-117.7364809,33.6565252,15310,BARRANCA PKWY,,,,,,,990b1cb4def1bc76
-117.8165755,33.6486663,7,COOL BROOK,,,,,,,140d4ceed83b7518
-117.8176167,33.6486288,17,RAINBOW FALLS,,,,,,,45ca6eae0f9b39fc
-117.7948193,33.6667719,28,AUTUMNLEAF,,,,,,,75954849d2bea5e3
-117.7818262,33.6667856,2,INDIGO,,,,,,,dd2d46194229f877
-117.7787476,33.6668209,22,SUTTON,,,,,,,0c1e2a84f9afcbb3
-117.7909497,33.6666707,187,SAINT VINCENT,,,,,,,b3a6a8794eeba030
-117.80006,33.6665509,G,E YALE LOOP,,,,,,,d893d7ce63c3ceba
-117.7797823,33.666693,29,SUTTON,,,,,,,e0379f904d6d3203
-117.7957514,33.6664561,4,AUTUMNLEAF,,,,,,,0c8cb5480d2d17b8
-117.7935463,33.6664664,3,AMBERLEAF,,,,,,,89ce10edcc241624
-117.8149007,33.6726681,25,AGATE,,,,,,,6b0f5fb57ad60350
-117.8141592,33.6726387,20,CLARET,,,,,,,e9864fcbf4801a65
-117.8082487,33.6732284,18,TIDEWATER,,,,,,,81be3fba39f970e0
-117.7744805,33.6734904,50,TAROCCO,,,,,,,13dc890fc5424cfa
-117.8090215,33.673131,25,TIDEWATER,,,,,,,ac7ab71bdbb972d8
-117.8152537,33.6730631,20,TIMBER RUN,,,,,,,57a7dd3d6628f460
-117.8084318,33.6730371,22,TIDEWATER,,,,,,,084740192ce3fca3
-117.8116793,33.6729642,21,EARLYMORN,,,,,,,1671752b5cf28084
-117.8169883,33.6729147,21,WHISTLING ISLE,,,,,,,d7177e7e11b7d483
-117.8074647,33.6729274,23,WHITE CLOUD,,,,,,,df884f7e125536f3
-117.8098793,33.6725941,16,WHISPERING WIND,,,,,,,b4f4d41f344d0fc7
-117.8026193,33.6722993,68,FAIRLAKE,,,,,,,af675adb453b0fff
-117.8196398,33.6720504,84,SUMMERSTONE,,,,,,,c663dce3c5471f57
-117.8193461,33.6723373,78,SUMMERSTONE,,,,,,,56507658dbd7da6b
-117.801867,33.6725004,50,CEDARLAKE,,,,,,,7d4fb42d3c883a54
-117.806907,33.6724619,13,SEAWIND,,,,,,,c9cb722b322c714f
-117.8016356,33.6723981,46,CEDARLAKE,,,,,,,8fae0756f0493ead
-117.8080373,33.6723296,2,PORTSIDE,,,,,,,381cd248e5292cad
-117.8012972,33.6722437,40,CEDARLAKE,,,,,,,80a23991d3fc4a35
-117.7922029,33.672285,5289,ALTON PKWY,,,,,,,909c2576d4a7f52b
-117.8126858,33.6720924,1,FOXGLEN,,,,,,,94ee78ad8fad4fd5
-117.7996906,33.6722904,G,GOLDENROD,,,,,,,bed150a842208206
-117.8172439,33.671227,10,SUMMERSTONE,,,,,,,7fcf97e9e964267a
-117.7697206,33.668193,15545,SAND CANYON AVE,,,,,,,46a11802d18e486f
-117.8118041,33.6679439,33,HEATHERGREEN,,,,,,,97fe5063813d2bb7
-117.7957637,33.6681583,G,FALLINGSTAR,,,,,,,2a36f7df7e590c75
-117.8128475,33.6678756,56,WEEPINGWOOD,,,,,,,2438988bed463a44
-117.7949098,33.6681194,414,E YALE LOOP,,,,,,,68e23c3041c80b15
-117.7976559,33.6680397,6,PEBBLE,,,,,,,f8b2f9482ecf90f1
-117.8101722,33.6678495,9,FIELDFLOWER,,,,,,,327f2e6458572a16
-117.8010526,33.6679062,57,EMERALD,,,,,,,f0f68f0623d25299
-117.8136163,33.6677561,71,WEEPINGWOOD,,,,,,,69cbfeff13aa3b23
-117.8119049,33.6677301,39,HEATHERGREEN,,,,,,,e98d7dd641c8188a
-117.7930713,33.6679402,56,AMBERLEAF,,,,,,,5b050d021a57c39d
-117.8139442,33.6676748,79,WEEPINGWOOD,,,,,,,78170aa51630dbe7
-117.7960244,33.6678839,G,FALLINGSTAR,,,,,,,e3c5f39715b25cd7
-117.8076965,33.6676383,10,THUNDER RUN,,,,,,,da3b3455a43eb10c
-117.7977661,33.667687,12,PEBBLE,,,,,,,9ff9dc80c62327f2
-117.8015607,33.6675231,504,E YALE LOOP,,,,,,,7fccc1a4a4f1dfa9
-117.8088943,33.6674028,1,HONEYSUCKLE,,,,,,,cea8f0c64157368f
-117.8008173,33.6674917,G,E YALE LOOP,,,,,,,ead926d7a61581bd
-117.8122507,33.6672836,23,WEEPINGWOOD,,,,,,,ec5e4b9c34cec821
-117.7944117,33.6669699,16,AMBERLEAF,,,,,,,fe81741bd2fcbf24
-117.7942029,33.6675259,G,E YALE LOOP,,,,,,,e0a1dbc83fa7e222
-117.8046654,33.6673154,38,SUMMERFIELD,,,,,,,311d973133e4e7b2
-117.8003677,33.6673372,492,E YALE LOOP,,,,,,,fdc56281550b3037
-117.8258055,33.6670128,3900,PARKVIEW LN,,,,,,,9487a8be858104e0
-117.7977852,33.6673417,18,PEBBLE,,,,,,,b3fad00be6e1797b
-117.8354871,33.6584431,36,ARBOLES,,,,,,,0f33ab4228e899f0
-117.8339356,33.6583309,6,PRADO,,,,,,,ec70611d1a5fc53e
-117.812546,33.6585418,10,BROADLEAF,,,,,,,9f7363c8c51e4354
-117.8206591,33.6583697,1,LASSEN,,,,,,,7d2163024e999f8a
-117.7430838,33.6591407,67,TECHNOLOGY DR W,,,,,,,2425438d2242f6bf
-117.8287305,33.6581931,6,RANA,,,,,,,3363af99bb324154
-117.8205653,33.6581835,5,LASSEN,,,,,,,23ac98f9b454aeb3
-117.8294805,33.6578799,15,CERRITO,,,,,,,7397ae74a85c73b9
-117.8272093,33.6578015,18422,CULVER DR,,,,,,,22ba32214087a67b
-117.8285871,33.6578215,10,VISTA,,,,,,,7a7b38742111e391
-117.8286713,33.6578003,8,VISTA,,,,,,,3baa072cc932a7c2
-117.8397173,33.6564755,43,STANFORD,,,,,,,0eb11edf70a33deb
-117.8612535,33.6559993,19782,MACARTHUR BLVD,,,,,,,b8e574e9ec7ea047
-117.8155663,33.6565815,32,RUSTLING WIND,,,,,,,fd52e5408bec23ee
-117.8159921,33.6551321,9,VALLEY VW,,,,,,,f733c1b2a3d98ceb
-117.813999,33.6549116,2,CHARITY,,,,,,,318a005ca1e97fee
-117.8378683,33.6545101,66,LEHIGH AISLE,,,,,,,190e1989c944b90c
-117.8383106,33.6544865,18,VASSAR AISLE,,,,,,,e0bb3680e08446de
-117.7126269,33.655888,9451,TOLEDO WAY,,,,,,,0207424cdc226888
-117.8214568,33.6544231,213,ROCKVIEW,,,,,,,0ca03d25dd98f1e0
-117.8210044,33.6543903,212,ROCKVIEW,,,,,,,e7e929415a7a9b56
-117.7101374,33.654598,14300,ALTON PKWY,,,,,,,2ace3a7191d7bb28
-117.8143161,33.6539979,20,CHARITY,,,,,,,48c3a2c2f463ef5c
-117.8097427,33.6677199,G,FIELDFLOWER,,,,,,,6171bb4b9bc8869f
-117.7793429,33.6680218,9,PINE BROOK,,,,,,,004f80535620c2d7
-117.8253606,33.6674547,3901,PARKVIEW LN,,,,,,,69d365d1d145a954
-117.7961872,33.6678158,G,FALLINGSTAR,,,,,,,859e0d3b570bf0a5
-117.798785,33.6677074,250,GREENMOOR,,,,,,,afb0dbb161ae8bc2
-117.7984486,33.6676149,16,HICKORY,,,,,,,2ca6a470d5c879db
-117.7957068,33.6676527,426,E YALE LOOP,,,,,,,fa5a91a60a438b1c
-117.794146,33.6676247,413,E YALE LOOP,,,,,,,b5c7b21a480701c6
-117.7812235,33.6677327,2801,CHERRYWOOD,,,,,,,b6290a1af3f5a5bc
-117.8092137,33.6674212,G,HONEYSUCKLE,,,,,,,3e2fb212aa798115
-117.8093226,33.6673913,G,HONEYSUCKLE,,,,,,,f56cf95936479ff0
-117.7807261,33.6670494,3301,ORANGEWOOD,,,,,,,3c9dcc046d3a4556
-117.7673823,33.6667916,15642,SAND CANYON AVE,,,,,,,741ea1dc57161c3b
-117.8003902,33.6674481,G,E YALE LOOP,,,,,,,26f6fee7f0dd5ee8
-117.8125776,33.667206,35,WEEPINGWOOD,,,,,,,2a884b417b6c2ef0
-117.80626,33.6671688,10,THUNDER RUN,,,,,,,1b9c593dd5032853
-117.8039199,33.6672146,28,SUMMERFIELD,,,,,,,640eb513e06ea45b
-117.792954,33.6673215,51,AMBERLEAF,,,,,,,7ebce71609606dad
-117.7940705,33.6673007,30,AMBERLEAF,,,,,,,2e1c45526b8aad2e
-117.7928931,33.6672406,49,AMBERLEAF,,,,,,,7dd67a8931a47bc5
-117.8024609,33.6670195,4,SUMMERFIELD,,,,,,,81adc1c57cee5ea7
-117.7952748,33.667088,429,E YALE LOOP,,,,,,,8296ce95ac984fba
-117.8045352,33.666783,45,SUMMERFIELD,,,,,,,3eba6ca81883dd62
-117.7881514,33.666843,419,SONOMA AISLE,,,,,,,98bb888902356c4d
-117.7956481,33.6668729,G,E YALE LOOP,,,,,,,38b709bac8e0ee10
-117.7055179,33.6625116,9,MUSICK,,,,,,,523305aa74186277
-117.7495988,33.6613175,7565,IRVINE CENTER DR,,,,,,,1a36934aa2690f3d
-117.7080579,33.6617956,13844,ALTON PKWY,,,,,,,38e647865c307ce5
-117.7810807,33.6610842,23,KELSEY LN,,,,,,,be0d15d013a91b90
-117.7048635,33.6618721,29,MUSICK,,,,,,,075a0c63ef452d22
-117.7807123,33.6608835,29,KELSEY LN,,,,,,,2aab616d0584983e
-117.8038788,33.6603656,5232,MICHELSON DR,,,,,,,aed7b9f5038f64eb
-117.7800312,33.6607444,29,PEMBROKE,,,,,,,9145cf5c32702912
-117.7804029,33.66066,28,KELSEY LN,,,,,,,55c4080467850306
-117.8346528,33.6598447,4,PALOS,,,,,,,f5f807edaff38c5e
-117.8037083,33.6601252,5234,MICHELSON DR,,,,,,,2fd64b7869a10bc3
-117.7494022,33.6605524,7575,IRVINE CENTER DR,,,,,,,789df76aefa229e6
-117.7417629,33.6603679,15360,BARRANCA PKWY,,,,,,,d0c8da11d53f1aee
-117.8185747,33.6594742,6,TAHOE,,,,,,,e7364b4d2cde539a
-117.8183617,33.659394,2,TAHOE,,,,,,,0885cba786645947
-117.8296265,33.6591184,9,SOLANA,,,,,,,cdb0623f848e6753
-117.7514054,33.659796,2,VENTURE,,,,,,,fa07d3a4ea9f679d
